# strong X-ray emission lines with Emissivity>1e-18
# with 0.1 keV < energy < 10.1 keV
# www.atomdb.org/Webguide, uses atomDB 3.0.2
ion	ionization_stage	energy	wavelength	upper_lev	lower_lev	emissivity	kT	relative_intensity
#(-)	(-)	(keV)	(A)	(level)	(level)	(ph*cm3/s)	(keV)	(-)
Fe	XX	1.124	11.0307126335	278	6	3.02E-018	0.8617	0
Fe	XX	1.124	11.0307126335	284	7	1.761E-018	0.8617	0
Fe	XX	1.124	11.0307126335	287	8	1.539E-018	0.8617	0
Fe	XIX	1.124	11.0307126335	374	6	2.346E-018	0.8617	0
Fe	XX	1.124	11.0307126335	286	8	5.967E-018	0.8617	0
Fe	XIX	1.123	11.0405351736	373	6	4.271E-018	0.8617	0
Fe	XX	1.122	11.0503752228	282	7	1.158E-018	0.8617	0
Fe	XVII	1.122	11.0503752228	129	1	2.19E-018	0.5437	0
Na	X	1.12	11.0701080357	6	1	1.571E-018	0.4319	0
Fe	XXIII	1.12	11.0701080357	44	5	1.045E-018	1.366	0
Fe	XIX	1.12	11.0701080357	213	1	1.545E-018	0.8617	0
Fe	XIX	1.12	11.0701080357	228	4	1.074E-018	0.8617	0
Na	X	1.119	11.0800008937	4	1	1.214E-018	0.4319	0
Fe	XVIII	1.118	11.089911449	195	1	4.052E-018	0.6845	0
Fe	XXII	1.116	11.1097858423	61	2	2.532E-018	1.085	0
Fe	XXII	1.115	11.1197497758	60	2	2.809E-018	1.085	0
Fe	XVII	1.114	11.1297315978	118	1	7.621E-017	0.5437	0.01
Fe	XX	1.113	11.1397313567	309	9	6.405E-018	0.8617	0
Fe	XXII	1.113	11.1397313567	58	2	2.142E-018	1.085	0
Fe	XXII	1.112	11.1497491007	59	2	1.711E-018	1.085	0
Fe	XXIII	1.11	11.1698387387	37	5	2.319E-018	1.366	0
Fe	XXIV	1.109	11.1799107304	8	3	1.409E-016	1.719	0.01
Ni	XXII	1.109	11.1799107304	60	1	2.828E-018	1.085	0
Fe	XX	1.109	11.1799107304	304	10	1.411E-018	0.8617	0
Na	X	1.108	11.1900009025	2	1	4.21E-018	0.4319	0
Fe	XXIV	1.108	11.1900009025	7	3	1.549E-017	1.719	0
Ni	XXIII	1.108	11.1900009025	83	7	2.261E-018	1.366	0
Ni	XXIV	1.108	11.1900009025	23	6	2.753E-018	1.366	0
Ni	XXII	1.107	11.2001093044	58	1	6.91E-018	1.085	0
Ni	XXII	1.106	11.2102359855	56	1	5.757E-018	1.085	0
Fe	XVIII	1.106	11.2102359855	196	2	1.498E-018	0.6845	0
Fe	XX	1.105	11.2203809955	297	9	1.485E-018	0.8617	0
Fe	XXIII	1.105	11.2203809955	20	3	1.578E-018	1.366	0
Ni	XX	1.104	11.2305443841	70	1	1.03E-018	0.8617	0
Fe	XXII	1.104	11.2305443841	44	1	1.057E-018	1.085	0
Fe	XX	1.104	11.2305443841	296	9	3.294E-018	0.8617	0
Fe	XX	1.103	11.2407262013	297	10	6.046E-018	0.8617	0
Ni	XXI	1.103	11.2407262013	76	1	1.449E-018	1.085	0
Fe	XVII	1.102	11.2509264973	93	1	1.057E-016	0.5437	0.01
Ni	XXI	1.101	11.2611453224	74	1	3.276E-018	1.085	0
Ni	XXII	1.101	11.2611453224	51	1	1.789E-018	1.085	0
Fe	XXIV	1.1	11.2713827273	4	2	3.222E-017	1.719	0
Fe	XX	1.1	11.2713827273	289	9	2.209E-018	0.8617	0
Fe	XXIII	1.099	11.2816387625	17	2	9.142E-018	1.366	0
Ni	XXI	1.098	11.2919134791	71	1	5.771E-018	1.085	0
Fe	XVIII	1.098	11.2919134791	181	1	2.092E-018	0.6845	0
Fe	XIX	1.097	11.302206928	344	6	5.646E-018	0.8617	0
Ni	XXII	1.097	11.302206928	48	1	2.133E-018	1.085	0
Fe	XVII	1.097	11.302206928	85	1	3.894E-018	0.5437	0
Fe	XX	1.096	11.3125191606	285	9	1.675E-018	0.8617	0
Fe	XVIII	1.096	11.3125191606	177	1	1.725E-018	0.6845	0
Ni	XXI	1.095	11.3228502283	68	1	1.273E-017	1.085	0
Fe	XVIII	1.095	11.3228502283	176	1	2.153E-017	0.6845	0
Fe	XVIII	1.095	11.3228502283	178	1	3.231E-017	0.6845	0
Fe	XVIII	1.095	11.3228502283	180	1	4.151E-017	0.6845	0
Fe	XXII	1.095	11.3228502283	37	1	2.19E-018	1.085	0
Fe	XX	1.094	11.3332001828	309	11	2.904E-018	0.8617	0
Fe	XXIII	1.094	11.3332001828	18	3	1.678E-017	1.366	0
Ni	XXIV	1.094	11.3332001828	23	8	1.096E-018	1.366	0
Fe	XXII	1.093	11.3435690759	34	1	2.908E-018	1.085	0
Fe	XXI	1.092	11.3539569597	116	1	5.572E-018	1.085	0
Fe	XXIII	1.091	11.3643638863	17	3	6.646E-018	1.366	0
Fe	XIX	1.088	11.3956994485	344	7	1.213E-018	0.8617	0
Ni	XXII	1.088	11.3956994485	42	1	1.672E-018	1.085	0
Fe	XXII	1.088	11.3956994485	44	2	5.081E-018	1.085	0
Fe	XX	1.088	11.3956994485	309	12	7.1E-018	0.8617	0
Ni	XXI	1.087	11.4061830727	57	1	1.998E-018	1.085	0
Fe	XXII	1.086	11.4166860037	31	1	1.654E-018	1.085	0
Fe	XXII	1.086	11.4166860037	40	2	1.123E-018	1.085	0
Fe	XVIII	1.086	11.4166860037	163	1	1.309E-018	0.6845	0
Fe	XX	1.086	11.4166860037	304	12	1.108E-018	0.8617	0
Fe	XVIII	1.085	11.4272082949	182	2	4.866E-018	0.6845	0
Fe	XVIII	1.085	11.4272082949	164	1	6.113E-017	0.6845	0.01
Fe	XVIII	1.085	11.4272082949	161	1	5.453E-018	0.6845	0
Fe	XXII	1.085	11.4272082949	32	1	4.286E-017	1.085	0
Fe	XVIII	1.085	11.4272082949	181	2	9.836E-018	0.6845	0
Fe	XXIV	1.085	11.4272082949	4	3	7.042E-017	1.719	0.01
Fe	XXIII	1.084	11.43775	18	4	5.488E-018	1.366	0
Fe	XVII	1.084	11.43775	77	1	4.385E-018	0.5437	0
Fe	XVIII	1.083	11.4483111727	178	2	7.778E-018	0.6845	0
Fe	XXI	1.083	11.4483111727	116	2	3.41E-018	1.085	0
Fe	XVIII	1.083	11.4483111727	176	2	1.982E-018	0.6845	0
Fe	XXI	1.083	11.4483111727	115	2	1.881E-018	1.085	0
Fe	XXIII	1.082	11.4588918669	19	4	2.95E-017	1.366	0
Ni	XXII	1.081	11.4694921369	51	2	1.02E-018	1.085	0
Fe	XXII	1.08	11.480112037	36	2	1.508E-018	1.085	0
Fe	XXIII	1.08	11.480112037	36	6	3.136E-018	1.366	0
Ni	XXII	1.08	11.480112037	56	3	1.01E-018	1.085	0
Fe	XXIII	1.08	11.480112037	39	7	1.145E-018	1.366	0
Fe	XXII	1.079	11.4907516219	37	2	6.048E-018	1.085	0
Fe	XXII	1.079	11.4907516219	30	1	2.701E-017	1.085	0
Fe	XXII	1.079	11.4907516219	28	1	1.644E-017	1.085	0
Fe	XXII	1.078	11.5014109462	34	2	7.465E-018	1.085	0
Fe	XXIII	1.077	11.512090065	40	8	2.121E-018	1.366	0
Ni	XXI	1.077	11.512090065	65	3	1.608E-018	1.085	0
Ni	XXI	1.077	11.512090065	76	4	1.983E-018	1.085	0
Fe	XXII	1.076	11.5227890335	26	1	5.422E-018	1.085	0
Fe	XVIII	1.076	11.5227890335	137	1	3.183E-017	0.6845	0
Fe	XVIII	1.076	11.5227890335	138	1	6.135E-017	0.6845	0.01
Fe	XX	1.075	11.533507907	309	13	1.127E-018	0.8617	0
Fe	XXI	1.075	11.533507907	94	1	1.091E-018	1.085	0
Fe	XX	1.075	11.533507907	289	12	5.758E-018	0.8617	0
Ni	XXI	1.074	11.5442467412	53	1	4.903E-018	1.085	0
Ni	XIX	1.074	11.5442467412	33	1	5.466E-018	0.6845	0
Ne	IX	1.074	11.5442467412	13	1	5.068E-017	0.3431	0.01
Fe	XX	1.074	11.5442467412	288	12	1.677E-018	0.8617	0
Fe	XXII	1.073	11.5550055918	25	1	8.476E-018	1.085	0
Fe	XX	1.073	11.5550055918	286	12	2.414E-018	0.8617	0
Fe	XVIII	1.072	11.5657845149	161	2	1.663E-018	0.6845	0
Fe	XXII	1.071	11.5765835668	31	2	1.106E-018	1.085	0
Fe	XVIII	1.071	11.5765835668	136	1	6.858E-018	0.6845	0
Fe	XVIII	1.071	11.5765835668	165	2	4.946E-018	0.6845	0
Fe	XX	1.071	11.5765835668	285	12	1.798E-018	0.8617	0
Fe	XXIII	1.071	11.5765835668	45	9	4.71E-018	1.366	0
Fe	XX	1.07	11.5874028037	284	12	1.239E-018	0.8617	0
Fe	XVIII	1.069	11.5982422825	361	3	1.563E-018	0.6845	0
Fe	XXIII	1.069	11.5982422825	33	7	1.98E-018	1.366	0
Fe	XXII	1.068	11.6091020599	29	2	4.708E-018	1.085	0
Fe	XXII	1.067	11.6199821931	30	2	2.757E-018	1.085	0
Fe	XXII	1.066	11.6308827392	28	2	7.426E-018	1.085	0
Fe	XXI	1.066	11.6308827392	94	2	1.126E-018	1.085	0
Fe	XVIII	1.065	11.6418037559	137	2	2.769E-018	0.6845	0
Fe	XVIII	1.065	11.6418037559	121	1	3.778E-018	0.6845	0
Ni	XX	1.064	11.6527453008	59	1	1.197E-018	0.8617	0
Ni	XXII	1.063	11.6637074318	111	6	1.601E-018	1.085	0
Fe	XXIII	1.063	11.6637074318	11	2	2.237E-018	1.366	0
Fe	XVIII	1.062	11.6746902072	325	3	1.243E-018	0.6845	0
Fe	XXIII	1.062	11.6746902072	31	8	3.46E-018	1.366	0
Fe	XXII	1.061	11.6856936852	26	2	6.013E-018	1.085	0
Fe	XVIII	1.061	11.6856936852	319	3	1.028E-018	0.6845	0
Fe	XXI	1.061	11.6856936852	135	5	1.105E-018	1.085	0
Fe	XXI	1.061	11.6856936852	94	3	1.865E-018	1.085	0
Fe	XXII	1.06	11.6967179245	65	6	1.281E-018	1.085	0
Fe	XXIII	1.06	11.6967179245	11	3	6.716E-018	1.366	0
Fe	XXI	1.059	11.7077629839	114	4	1.698E-018	1.085	0
Fe	XXII	1.058	11.7188289225	64	6	8.611E-018	1.085	0
Fe	XXII	1.058	11.7188289225	47	3	5.696E-018	1.085	0
Fe	XXII	1.058	11.7188289225	25	2	1.271E-018	1.085	0
Fe	XVIII	1.058	11.7188289225	306	3	1.629E-018	0.6845	0
Fe	XXII	1.057	11.7299157994	51	4	1.591E-018	1.085	0
Fe	XX	1.057	11.7299157994	163	1	1.058E-018	0.8617	0
Fe	XXIII	1.056	11.7410236742	20	5	2.583E-016	1.366	0.03
Fe	XX	1.056	11.7410236742	272	12	2.279E-018	0.8617	0
Fe	XXIII	1.056	11.7410236742	29	8	1.737E-018	1.366	0
Fe	XVIII	1.056	11.7410236742	304	3	2.63E-018	0.6845	0
Fe	XXII	1.055	11.7521526066	63	7	6.872E-018	1.085	0
Fe	XVIII	1.055	11.7521526066	290	3	2.184E-018	0.6845	0
Fe	XXII	1.055	11.7521526066	46	3	8.082E-018	1.085	0
Fe	XX	1.054	11.7633026565	159	1	1.149E-017	0.8617	0
Fe	XXII	1.054	11.7633026565	43	3	6.499E-018	1.085	0
Fe	XX	1.054	11.7633026565	271	11	2.051E-018	0.8617	0
Fe	XVIII	1.054	11.7633026565	122	2	1.644E-018	0.6845	0
Fe	XXII	1.053	11.7744738841	21	1	2.569E-016	1.085	0.03
Ni	XXIII	1.052	11.7856663498	42	7	3.71E-018	1.366	0
Fe	XXII	1.051	11.7968801142	47	4	2.676E-018	1.085	0
Fe	XX	1.051	11.7968801142	152	1	3.738E-018	0.8617	0
Fe	XXII	1.051	11.7968801142	51	5	7.621E-018	1.085	0
Fe	XXII	1.051	11.7968801142	49	4	2.254E-017	1.085	0
Fe	XXII	1.051	11.7968801142	42	3	5.771E-018	1.085	0
Fe	XXI	1.05	11.8081152381	103	4	1.048E-018	1.085	0
Fe	XXII	1.049	11.8193717827	50	5	2.287E-018	1.085	0
Ni	XX	1.048	11.8306498092	56	1	1.948E-017	0.8617	0
Fe	XXII	1.047	11.8419493792	42	4	1.805E-018	1.085	0
Fe	XXII	1.047	11.8419493792	49	5	1.945E-018	1.085	0
Ni	XX	1.047	11.8419493792	55	1	1.059E-017	0.8617	0
Fe	XXI	1.046	11.8532705545	116	5	3.077E-018	1.085	0
Fe	XX	1.046	11.8532705545	275	13	1.773E-018	0.8617	0
Fe	XVIII	1.045	11.8646133971	110	1	6.125E-018	0.6845	0
Fe	XXII	1.045	11.8646133971	65	8	3.172E-018	1.085	0
Fe	XXII	1.045	11.8646133971	35	3	3.333E-018	1.085	0
Fe	XXI	1.045	11.8646133971	94	4	2.445E-018	1.085	0
Fe	XXIII	1.045	11.8646133971	11	4	1.167E-017	1.366	0
Fe	XXIII	1.044	11.8759779693	22	6	1.652E-018	1.366	0
Ni	XX	1.044	11.8759779693	52	1	3.929E-018	0.8617	0
Fe	XXII	1.044	11.8759779693	41	4	1.772E-017	1.085	0
Fe	XXI	1.044	11.8759779693	70	2	1.191E-018	1.085	0
Ni	XX	1.043	11.8873643337	53	1	1.811E-018	0.8617	0
Fe	XXIII	1.042	11.8987725528	24	8	1.227E-018	1.366	0
Fe	XXIII	1.042	11.8987725528	46	10	9.046E-018	1.366	0
Fe	XXI	1.042	11.8987725528	60	1	1.253E-017	1.085	0
Fe	XXII	1.04	11.9216548077	38	4	8.546E-018	1.085	0
Fe	XX	1.039	11.9331289702	166	3	1.022E-018	0.8617	0
Fe	XXII	1.039	11.9331289702	41	5	1.405E-018	1.085	0
Fe	XX	1.039	11.9331289702	159	2	1.368E-018	0.8617	0
Fe	XXII	1.039	11.9331289702	22	2	3.888E-017	1.085	0
Ne	VIII_DRsat	1.039	11.9331289702	10078	3	1.688E-018	0.2725	0
Fe	XXI	1.038	11.9446252408	70	3	5.98E-018	1.085	0
Fe	XXII	1.038	11.9446252408	35	4	3.426E-018	1.085	0
Fe	XXII	1.038	11.9446252408	39	5	1.062E-017	1.085	0
Ni	XX	1.037	11.9561436837	49	1	7.619E-018	0.8617	0
Fe	XX	1.036	11.9676843629	163	3	1.275E-018	0.8617	0
Fe	XXII	1.036	11.9676843629	364	9	1.584E-018	1.085	0
Ni	XX	1.035	11.979247343	58	2	1.374E-018	0.8617	0
Fe	XXI	1.035	11.979247343	58	1	3.957E-017	1.085	0
Fe	XXII	1.035	11.979247343	21	2	4.976E-017	1.085	0.01
Fe	XXII	1.034	11.9908326886	364	10	1.134E-018	1.085	0
Fe	XX	1.034	11.9908326886	226	6	1.156E-018	0.8617	0
Ni	XX	1.034	11.9908326886	57	2	2.201E-018	0.8617	0
Fe	XXII	1.034	11.9908326886	38	5	2.359E-018	1.085	0
Fe	XXIII	1.033	12.0024404647	21	7	1.181E-018	1.366	0
Fe	XXI	1.033	12.0024404647	54	1	2.057E-018	1.085	0
Fe	XXII	1.032	12.0140707364	68	10	1.635E-018	1.085	0
Fe	XXII	1.032	12.0140707364	56	7	2.177E-018	1.085	0
Ni	XXII	1.032	12.0140707364	19	1	1.196E-018	1.085	0
Fe	XXIII	1.032	12.0140707364	25	9	4.994E-018	1.366	0
Fe	XVIII	1.032	12.0140707364	205	3	1.061E-018	0.6845	0
Fe	XX	1.032	12.0140707364	151	3	1.282E-018	0.8617	0
Fe	XX	1.031	12.0257235694	152	3	1.065E-018	0.8617	0
Ni	XX	1.03	12.0373990291	47	1	1.13E-018	0.8617	0
Fe	XXI	1.03	12.0373990291	152	9	1.917E-018	1.085	0
Fe	XXII	1.03	12.0373990291	55	7	1.068E-018	1.085	0
Fe	XXII	1.03	12.0373990291	65	9	3.81E-018	1.085	0
Fe	XXII	1.03	12.0373990291	66	10	8.992E-018	1.085	0
Fe	XXIII	1.03	12.0373990291	22	8	2.379E-018	1.366	0
Ni	XX	1.03	12.0373990291	55	2	1.649E-018	0.8617	0
Fe	XXI	1.029	12.0490971817	60	2	2.013E-017	1.085	0
Fe	XXI	1.029	12.0490971817	59	2	2.384E-018	1.085	0
Fe	XXII	1.028	12.0608180934	54	6	1.623E-017	1.085	0
Fe	XXII	1.028	12.0608180934	65	10	1.2E-018	1.085	0
Fe	XXI	1.028	12.0608180934	51	1	2.344E-018	1.085	0
Fe	XXI	1.028	12.0608180934	61	3	1.302E-018	1.085	0
Fe	XX	1.027	12.0725618306	115	1	1.072E-018	0.8617	0
Fe	XVIII	1.026	12.08432846	202	3	4.261E-018	0.6845	0
Fe	XXII	1.026	12.08432846	33	5	1.387E-018	1.085	0
Fe	XXII	1.025	12.0961180488	54	7	1.407E-017	1.085	0
Ne	IX_DRsat	1.024	12.1079306641	10037	17	2.064E-018	0.4319	0
Ni	XX	1.024	12.1079306641	41	1	5.745E-018	0.8617	0
Fe	XXI	1.023	12.1197663734	54	2	3.934E-018	1.085	0
Fe	XXI	1.023	12.1197663734	58	3	2.093E-018	1.085	0
Fe	XXI	1.023	12.1197663734	53	2	2.329E-018	1.085	0
Fe	XVII	1.023	12.1197663734	71	1	2.566E-016	0.5437	0.03
Ne	IX_DRsat	1.023	12.1197663734	10077	27	1.364E-018	0.4319	0
Ne	IX_DRsat	1.022	12.1316252446	10092	30	1.731E-018	0.4319	0
Ne	IX_DRsat	1.022	12.1316252446	10143	44	1.384E-018	0.4319	0
Ni	XX	1.022	12.1316252446	40	1	2.771E-018	0.8617	0
Ne	X	1.022	12.1316252446	4	1	2.791E-016	0.5437	0.03
Ne	X	1.021	12.1435073457	3	1	1.4E-016	0.5437	0.01
Fe	XXI	1.021	12.1435073457	145	8	3.426E-018	1.085	0
Ne	IX_DRsat	1.021	12.1435073457	10137	40	1.24E-018	0.4319	0
Ne	IX_DRsat	1.02	12.1554127451	10086	26	1.825E-018	0.4319	0
Ni	XX	1.02	12.1554127451	39	1	1.251E-018	0.8617	0
Fe	XXIII	1.02	12.1554127451	12	5	1.396E-016	1.366	0.01
Fe	XXI	1.019	12.1673415113	50	2	2.358E-018	1.085	0
Fe	XXII	1.018	12.1792937132	55	8	7.843E-018	1.085	0
Fe	XX	1.018	12.1792937132	162	5	1.361E-018	0.8617	0
Fe	XXI	1.018	12.1792937132	54	3	2.935E-018	1.085	0
Ne	IX_DRsat	1.018	12.1792937132	10046	16	1.628E-018	0.4319	0
Fe	XXII	1.017	12.1912694199	47	6	1.748E-017	1.085	0
Fe	XXI	1.017	12.1912694199	47	2	2.815E-018	1.085	0
Fe	XXII	1.016	12.2032687008	49	7	6.32E-018	1.085	0
Fe	XXI	1.016	12.2032687008	155	12	1.061E-018	1.085	0
Fe	XXI	1.016	12.2032687008	144	7	1.564E-017	1.085	0
Ni	XXI	1.016	12.2032687008	15	1	3.087E-018	1.085	0
Fe	XXII	1.015	12.2152916256	49	6	3.023E-017	1.085	0
Fe	XIX	1.015	12.2152916256	159	1	9.179E-018	0.8617	0
Fe	XXII	1.014	12.2273382643	47	7	2.071E-018	1.085	0
Fe	XX	1.014	12.2273382643	126	3	1.41E-018	0.8617	0
Ni	XXIII	1.014	12.2273382643	28	7	2.951E-018	1.366	0
Fe	XXI	1.013	12.2394086871	51	3	7.668E-018	1.085	0
Fe	XXI	1.013	12.2394086871	90	6	1.784E-018	1.085	0
Fe	XXI	1.013	12.2394086871	151	12	1.401E-018	1.085	0
Fe	XXI	1.013	12.2394086871	44	2	2.879E-018	1.085	0
Fe	XIX	1.012	12.2515029644	157	1	1.93E-018	0.8617	0
Ne	IX_DRsat	1.011	12.2636211672	10002	3	1.625E-018	0.4319	0
Fe	XXI	1.011	12.2636211672	88	6	1.632E-018	1.085	0
Fe	XVII	1.011	12.2636211672	59	1	2.346E-016	0.5437	0.02
Fe	XXII	1.011	12.2636211672	45	7	1.16E-018	1.085	0
Fe	XX	1.011	12.2636211672	117	2	1.184E-018	0.8617	0
Ni	XXI	1.01	12.2757633663	13	1	1.265E-018	1.085	0
Fe	XXII	1.01	12.2757633663	23	4	1.26E-018	1.085	0
Fe	XXI	1.009	12.2879296333	138	9	2.134E-018	1.085	0
Fe	XXI	1.009	12.2879296333	40	1	5.384E-016	1.085	0.06
Fe	XXII	1.009	12.2879296333	16	1	8.901E-018	1.085	0
Fe	XXII	1.009	12.2879296333	41	7	1.519E-018	1.085	0
Ne	IX_DRsat	1.007	12.3123346574	10005	2	1.954E-018	0.4319	0
Fe	XX	1.007	12.3123346574	131	4	1.643E-018	0.8617	0
Ne	IX_DRsat	1.007	12.3123346574	10004	2	1.175E-018	0.4319	0
Fe	XXII	1.007	12.3123346574	20	3	3.622E-018	1.085	0
Fe	XXII	1.007	12.3123346574	400	14	3.251E-018	1.085	0
Fe	XXI	1.006	12.3245735586	122	8	1.033E-018	1.085	0
Fe	XX	1.006	12.3245735586	129	4	1.184E-018	0.8617	0
Fe	XXI	1.006	12.3245735586	47	3	1.042E-018	1.085	0
Fe	XXI	1.006	12.3245735586	46	3	5.16E-018	1.085	0
Fe	XXI	1.006	12.3245735586	48	3	1.623E-018	1.085	0
Fe	XXI	1.006	12.3245735586	120	7	5.434E-018	1.085	0
Fe	XXI	1.006	12.3245735586	120	8	1.28E-018	1.085	0
Fe	XVII	1.005	12.3368368159	52	1	2.468E-018	0.5437	0
Fe	XXI	1.005	12.3368368159	149	11	3.147E-018	1.085	0
Fe	XX	1.005	12.3368368159	115	3	1.562E-018	0.8617	0
Fe	XXI	1.004	12.349124502	124	9	2.152E-018	1.085	0
Fe	XXIII	1.004	12.349124502	25	10	1.956E-018	1.366	0
Fe	XX	1.004	12.349124502	325	14	1.683E-018	0.8617	0
Fe	XX	1.004	12.349124502	324	14	1.835E-018	0.8617	0
Fe	XXI	1.004	12.349124502	81	6	4.746E-018	1.085	0
Fe	XIX	1.004	12.349124502	158	3	2.448E-018	0.8617	0
Fe	XXIII	1.004	12.349124502	16	7	5.292E-018	1.366	0
Fe	XXII	1.004	12.349124502	35	6	2.791E-018	1.085	0
Fe	XXI	1.004	12.349124502	55	4	4.977E-018	1.085	0
Ne	IX_DRsat	1.003	12.3614366899	10017	7	5.252E-018	0.4319	0
Fe	XXII	1.003	12.3614366899	19	3	1.423E-018	1.085	0
Fe	XXII	1.003	12.3614366899	24	5	1.648E-018	1.085	0
Fe	XXI	1.003	12.3614366899	79	6	5.21E-018	1.085	0
Fe	XXI	1.003	12.3614366899	149	12	3.943E-018	1.085	0
Fe	XXII	1.003	12.3614366899	55	9	4.852E-018	1.085	0
Fe	XXII	1.003	12.3614366899	47	8	1.39E-017	1.085	0
Fe	XXI	1.003	12.3614366899	78	6	1.334E-018	1.085	0
Fe	XX	1.002	12.3737734531	106	2	2.68E-018	0.8617	0
Fe	XX	1.002	12.3737734531	134	5	1.616E-018	0.8617	0
Fe	XXI	1.002	12.3737734531	53	4	2.635E-018	1.085	0
Fe	XXII	1.001	12.3861348651	55	10	2.335E-018	1.085	0
Fe	XXI	1.001	12.3861348651	145	12	1.825E-018	1.085	0
Fe	XXI	1.001	12.3861348651	118	9	2.218E-018	1.085	0
Fe	XXI	1	12.398521	40	2	9.415E-017	1.085	0.01
Fe	XXI	1	12.398521	167	14	1.584E-018	1.085	0
Fe	XXI	1	12.398521	144	12	1.751E-018	1.085	0
Fe	XX	1	12.398521	316	14	1.217E-018	0.8617	0
Fe	XXIII	1	12.398521	14	7	3.467E-018	1.366	0
Fe	XXI	0.999	12.4109319319	40	3	6.088E-018	1.085	0
Fe	XVI	0.999	12.4109319319	144	1	1.043E-017	0.4319	0
Fe	XVI	0.999	12.4109319319	143	1	1.78E-017	0.4319	0
Fe	XXII	0.999	12.4109319319	45	8	2.565E-018	1.085	0
Fe	XX	0.999	12.4109319319	112	3	1.712E-018	0.8617	0
Fe	XXI	0.999	12.4109319319	117	9	1.122E-018	1.085	0
Fe	XXI	0.999	12.4109319319	158	13	1.155E-018	1.085	0
Fe	XX	0.998	12.4233677355	308	14	1.778E-018	0.8617	0
Fe	XIX	0.998	12.4233677355	155	3	1.006E-018	0.8617	0
Fe	XXI	0.998	12.4233677355	157	13	2.094E-018	1.085	0
Fe	XX	0.998	12.4233677355	307	14	1.748E-018	0.8617	0
Fe	XXI	0.998	12.4233677355	37	2	2.51E-017	1.085	0
Fe	XX	0.998	12.4233677355	306	14	2.549E-017	0.8617	0
Fe	XXIII	0.998	12.4233677355	16	8	7.224E-018	1.366	0
Fe	XXI	0.998	12.4233677355	51	4	1.483E-018	1.085	0
Fe	XX	0.997	12.4358284855	305	14	2.253E-017	0.8617	0
Fe	XXI	0.997	12.4358284855	37	3	3.686E-018	1.085	0
Fe	XXI	0.997	12.4358284855	74	6	1.238E-017	1.085	0
Ni	XXI	0.997	12.4358284855	12	1	1.542E-018	1.085	0
Ni	XIX	0.997	12.4358284855	27	1	7.208E-017	0.6845	0.01
Ni	XXII	0.997	12.4358284855	54	6	2.139E-018	1.085	0
Fe	XXI	0.997	12.4358284855	35	2	1.357E-018	1.085	0
Fe	XXII	0.996	12.448314257	54	10	2.001E-018	1.085	0
Fe	XX	0.996	12.448314257	98	2	1.012E-018	0.8617	0
Fe	XXII	0.996	12.448314257	19	4	6.766E-018	1.085	0
Fe	XX	0.996	12.448314257	104	3	2.021E-018	0.8617	0
Fe	XIX	0.995	12.4608251256	160	4	1.119E-018	0.8617	0
Fe	XXI	0.995	12.4608251256	73	6	8.904E-018	1.085	0
Fe	XIX	0.994	12.473361167	138	1	1.114E-017	0.8617	0
Fe	XX	0.994	12.473361167	196	6	8.629E-018	0.8617	0
Fe	XXII	0.994	12.473361167	16	2	1.972E-017	1.085	0
Fe	XX	0.994	12.473361167	101	3	1.394E-018	0.8617	0
Fe	XXI	0.994	12.473361167	72	6	1.645E-018	1.085	0
Fe	XIX	0.994	12.473361167	159	4	4.017E-018	0.8617	0
Fe	XXIII	0.994	12.473361167	13	8	1.602E-018	1.366	0
Fe	XXII	0.993	12.4859224572	20	5	4.074E-018	1.085	0
Fe	XX	0.993	12.4859224572	194	6	2.151E-018	0.8617	0
Fe	XXI	0.992	12.4985090726	36	3	3.245E-017	1.085	0
Fe	XIX	0.992	12.4985090726	130	1	2.877E-018	0.8617	0
Fe	XXI	0.992	12.4985090726	58	5	8.545E-018	1.085	0
Fe	XXI	0.991	12.5111210898	35	3	1.366E-017	1.085	0
Ni	XXI	0.991	12.5111210898	11	1	3.311E-018	1.085	0
Fe	XX	0.991	12.5111210898	331	15	1.091E-018	0.8617	0
Fe	XIX	0.991	12.5111210898	157	4	1.8E-018	0.8617	0
Fe	XXI	0.991	12.5111210898	134	12	1.099E-018	1.085	0
Fe	XX	0.991	12.5111210898	327	15	1.476E-018	0.8617	0
Fe	XX	0.991	12.5111210898	326	15	1.951E-018	0.8617	0
Fe	XIX	0.991	12.5111210898	207	6	1.584E-018	0.8617	0
Fe	XX	0.99	12.5237585859	75	1	1.233E-017	0.8617	0
Fe	XVII	0.989	12.536421638	42	1	1.246E-017	0.5437	0
Fe	XIX	0.989	12.536421638	126	1	3.697E-018	0.8617	0
Fe	XXI	0.988	12.5491103239	110	7	5.438E-018	1.085	0
Fe	XXI	0.988	12.5491103239	56	5	4.883E-018	1.085	0
Fe	XIX	0.988	12.5491103239	125	1	1.335E-018	0.8617	0
Fe	XVI	0.988	12.5491103239	120	1	1.852E-017	0.4319	0
Ni	XVIII	0.988	12.5491103239	64	1	6.237E-018	0.5437	0
Fe	XXII	0.987	12.5618247214	49	10	2.913E-018	1.085	0
Fe	XXI	0.987	12.5618247214	120	11	1.071E-018	1.085	0
Fe	XXII	0.987	12.5618247214	47	9	1.057E-018	1.085	0
Fe	XVI	0.987	12.5618247214	119	1	9.845E-018	0.4319	0
Fe	XXI	0.986	12.5745649087	54	5	2.248E-018	1.085	0
Fe	XX	0.986	12.5745649087	315	15	1.353E-018	0.8617	0
